Text,Sentiment
becharsimunda dear india ik ko ye kehny par majbur na kr dena main inhy rulaonga or main phnchaonga takleef inhy i m repeating mat,1
bhai pti mqm se mil rahi hai is ka jawab de do please,1
siasatpk kp police1 good lekin jabb pti supporters ny aik gadhy py nawaz likh ky ussy dandoun se mara tha tabb dohramayyarq,1
sir ye wala tweet koch khas pasand nahi aya waseem badami waseembadami rana sanaullah won his national assembly seat nisar jutt of pti lost,1
pmln or ppp ko aik hona pharega ab ies youthiye ko sabak seknay ka lia,1
ya youthias sarr sarr k marr jayen ga,1
ghalib ko bh yahi lagta ha,0
i don t support ik lekin itna bhi kharab taste nahi hai uska unless he is a bi baki ke teen ko dekha hai,1
suunymaxi kamran8258316 munnipti blueicedesert karachi bhi mqm ka fort tha hm ny phr b khan ko kamyab krwaya,0
cmshehbaz hahah ye bhi din ana tha k ab tum log imrankhan se bheek mango ge imran khan sahab hamey hakoomat krne de punjab main,0
hinaparvezbutt mqm nahi hai unka aaj general worker ijlaas hai agar recounting hui tu 3 4 seat mqm win karley gi,0
ab views oh haaaaan sahi hogya bus phir pti inshaallah,0
hijabeeee usko pehla he supportthi pti ki,2
kya ghaddari krdi pmln nai,2
urban lahore rural sindh dono mai koi farq nhe electionpakistan2018,1
khsaad rafique app k andar sharam nam ke koe chez hi jo haq app ne pti ko nahi deya wo app ko ek dakhowast par mel,1
jis ki b kutty wali hoti hai wo yahi kehta hai k dhandli hue hai,1
bhrosa bht h ik py bs tootny na paye,0
rain in thar tabdeeli aagai he logon pti ne thar me barish karwa di thank you imran khan,0
tm apna chotyapa kb khatam karo ge,1
karachi na mqm ko nikal bahar kerdiya hai,0
bhittanikhannnn no sir pti has denied it by saying aayin mein d pm ki jagah nahi hai,1
abeeramr in khota khoron ne seats jeetwai hoti pti ko punjab se tou aj pmnl q jaisi fuzul party ko sath nahi lana parta,1
pk 91 mma k munawar khan 25242 votes hasil kar k kamiyab pti k johar muhammad 21795 votes k sath dusray number par gtn,2
kisi k pas wo picture hai jismy lohay k chanay ne ik ko challenge kiya tha ussky khilaf larrnay ka,1
nayapakistan tamam pakistaniy0n se guzarish h k wo0 shukrane k nawafil adaa krain it is humble request to all pak,0
jahangirtareen ko agar pata chalay kay yajuj majuj bhi azad umeedwar hain toh woh unko bhi layga ik kay pas,1
sir aslam alakum sir ma abid abdulwaqar lakhti baloch karkon pti sir aap ko bahat bahat mubark ho,0
saminasays ek bat kahna cahta hu ape pti k ha pmnl k ha ppp k ha yh kisi bhi politics party k ha agher ape ko road pa yh kahi bhi poster gira huwa dekho tu us ko waha say utha k kahy uper rakh dy ku k us pa name likhy hoty ha us ki respect k ley shukrya,0
karachi na 245 me amir liaquat pti kamyab farooq sattar ko shikast mustafa kamal psp bhi haar gaye kpk me,2
baqi sab to to theek hai ye molana shab kis mo se halaf naw uthanay ka keh rahay hain ghar ki billi sher bannay,1
ps128mqm abbas jafri bhai markazi office mein karkunan aur humdardoon ko mithai khila rahay hein mqmpakistan,2
rehamkhan1 tera akhir ik nay kia bigara tha sooarni,1
iamteamik fawad chudray or yasmeen rashid kisi ik k kaha jaye tu mera vote fawad ch ko hai,0
imrankhanpti mqmp ke saath alliance karna karchi ke voters supporters ki toheen hai aik aur u turn,1
aj un inqalabi pmln workers sai sawal hai jo inqalab ka suhana khwab dekh rahy thy 1 saal sai kia is tasweer kai,1
ok sahi hai lkn bs yhii kahungi tali ik hath s nae bajti,1
tum yeh fiker kero pmln ka foewaed group na ban jae,1
electionpakistan2018 congratulations imrankhanpti and congratulations pakistan ham sab ka khwab hakikat mai badla,0
aray mqm he jeeti ha yaha se,2
kiya ik will make army n judiciary auditable,2
bohat struggle kiya hy imran khan nay aj wo struggle rug lai hy salaam to pti,0
talhaghouri786 miandad ki maa behan aik honay ka waqt hua chahta hai pti kay kuttay apni apni bakwas shuru kar dain,1
ab views aglay election main ppp sindh bachati phiray gi pti se punjab ki baat ker raha he,0
imrankhanpti mubarik ho apko awam ny mandet diya ha 5 saal k liye but ham voters apko 5 saal ka time nai dy skty hai,0
aleemkhan pti muskurata rhta hun dunia say me kehta hun mil jaiengy muj ko khwab b cutest primeministerimrankhan w,0
lhr punjab me hukomat sazi pti k azad umeedwaron se hangami rabtay sobay me pml n 129 nashiston k sath pehlay pti ki 123 seats hain ecp,2
bibi sajida langah ko reserve seat pe pti ki trf se zror parliament m ana chahye 30 rsrv seats mlni hain pti ko khwateen ki,0
pti ki sarkar ban gayi ani and uni kab banayenge,2
imran khan sb ki 22 years struggle rung le aye jeet pti ki hoi allah tala ainda b apko sahi decision leny ki tofeeq daye,0
mqm right now humein tu muhajiro nay loota sindhio mein kahn dum tha humari kashti wahn doobi jahn paani kam tha,1
betterpakistan ap kia karay k gay hai sham arstooo sb pm ko pahly pmln na jail tak ponchaya hai ab marnay par ay ho,1
is khaber ma koee sadaqat nahi ya serif mediya ka wawayla hy,1
aqeelahsan1 dragunov harrybhalu saw it live aisa lag raha ha k khaa jaega pti ko,1
absirfimran or wohi larli dil toor ky chali jati hai phr nahi laghta dil kisi sy bs timepass or log playboy samjhny lag jaty hain ht,1
iamsanashabbir iihtishamm madam abhi pti ka time hy 35 saal is qaum ne bht brdasht kr lia n ir ppp ko,0
bhai ab karachi se kitni jeeti hn pti ne,2
waqas amjad karachi mein mqm or ppp majority mein thi but match yahan howa unbelievable,1
juianswersback ap khod dekha kar jete ye tu hr kese ko pata hai ke pti ko jetwaya hai,1
imrankhanpti imarn bahi jo kaam pml n ki govt na jr saki woo kaam pti ki govt zarooor kary gi inshallah aap s req,0
mianiftikharhus anp hamesha sey anti pakistan kardar ada kia hey ab aap ki koi parwa nhn allah ney imran k zariyay hamay bacha liya,0
abay chutyay dhandli hoti tou halqa khulta ya pakra jata fucking jackass,1
aj khan sahan ki speech sun k laga k waqai leader khitab kar rha hai yaqeen hogya pakistan ka acha waqat shuru hogy,0
kon kon keh raha tha thank ali muhammad ni jeetay ga,1
han pakhtun mulk se bohot wafadar hote hain is mein koi shak nahi punjabi bhi esi baat nahi ke khud gharz hai,2
janjuasaleem mirzakhalid1234 talathussain12 koi ya btya ga ky pti ka vote pppp k hain ya pmln ky vote pppp k,1
when ik said madina ki riyasat i made face and my lil brother said ab kiya chahti hain ap ky mauviya ka nizam keh dey,2
khawajamasif nawazsharif ka lahore,0
geonews urdu ayazsadiq122 jha se pmln jeeti vha to mily ho gy,2
imrankhanpti madm ali abidi abi samaa par ayae and kaha k humare polling agents ko bahir nikala,2
imran khan ki ye baate sun arvindkejriwal ke purane dialogue yaad aa rahe hai,2
punjab me pti ki hukomat hogi pml n ko opposition me bethna hoga naeemul haq pti punjab me pml n hukomat banaye gi hamza shehbaz ka dawa,2
nayapakistan tabdelee welcomekingkhan,0
the zeshan menha16 aur kitna bhi poll open kiya waha se pti loose kr rahi hai zara check kre,0
rehamkhan1 uff kitna khunas bara ha ap main bs kar do pti ko bura bala kehny k ilawa apky pas koi or kaam ha,1
najamseethi shayd yae vja ha loog pti sa nafrat krty hain or awam ka bjiay aap ko dabby bharny paa,1
khsaad rafique pmln ka sath boht zayti ki gae hai,1
zahir hai ab mun ki khai hai aur awaam ne luteron ko reject kerdia hai tou massiverigging ka rona tou aap log ne rona hai,1
asmashirazi ab ik ko bhugatna paray ga ya sb,1
yaar ab pml n ko choor pti kee fiker ker ab tujah iss namnoo party ko zayda defend kerna hai,1
lahore ki qaumi assembly ki 14 nashiston me 10 pr pmln 4 pr pti kamyab qarar na 131 se imran khan 84313,2
abidifactor mqm nawaz sharif k biyanye ke saath hai jbi tu sukar kar uc k party bn gye hai,1
wasif zawar aray kyun sabit kese nhi hua agr sabit nhi hua to recounting me 8 halkoon me se 7 halkoon me pmln ke h,1
jis halkay ka bolyn gy dhandaali hui hai usy khola jay ga ik this is my pm folks,0
pti ko bht bht mobarik inshallah talah pti apne wado pe pora otre gi our hum hamesha pti ka asi tarah sat de ge thanku pti thanku pakistan,0
iss place pay koyi attack nahi huwa takey pakistan ki jan chooti aik he waqst main sub sy,1
usmanjanjua01 haps zee kya koi jawab daina psnd farmaye ga jaha 64 seats par nleague jiti kya wo rig nhi wo thk,1
jahan se yasmin rashid haari haari hain aur na 106 hamara halka jahan se rana sanaullah jeeta hai,2
andleebabbas rmshazib umarcheema1 andleeb the rider perchi pti ki hay zaani ki riding say fursat mili ho tou dekh mar,1
abidsherali from imran khan mai rolaoga inko apke liye ik gift hai,0
ahsanmak itna bara hand lagta hai pti walay bhi pareeshan hain,0
abdulsaboor pak ptiofficial fawadchaudhry aaap ki nawazish ha mugy aur aap hum sab ko mil k is mulk k liyea kam karna hoga,0
kya rigging ka drama lagaya hua hai accept the fucking defeat and move on absirfimankhan primeministerimrankhan,1
iftikharfirdous ye he tabdili bahi dekh lo ayse ayi he dabdili electionpakistan2018,1
imrankhanpti kaha reh gia ho ab to awam ki mushkilat khatm honi chahiya,1
ali muhammadpti hm apne dil ki ghraun se pti ke tmam wrkrs our ali muhammed ko mubark bad pess krta hun,0
tmhary baap ki jageer samj raki hy,1
tamaam tar dhandli ke bavjood punjab mein hukumat hum hi banayein gay,0
imaanzhazir yehi baten nawaz sharif kre tou modi ka yar bna dia or aj same statement pass krte sharam ni ati ik ko,1
isay kehtay hain parhay likhay jahil primeministerimrankhan,1
agar punjab mein hakumat nhi bani pti ki toh mein depression se marjaunga,1
afshanmasab total 6 vote zaya hon ge 4 ik 1 khtaq 1 sarwar khan total 6,2
imran khan kay jeetay ki khushi par plants lagwa liya hai nayapakistan greenpakistan,0
eashaalkhn n waly cm ka seat b de skty hain sirf n waly chahty hain k pti na aay ab parveez alahi ka dekhna hy hy k khandaani chauhadry ya koi choora masli,1
k2motorsg aftabiqbai ye kesi honesty hay keh apnay political gains ke liyay us ne kabhi kalaay ko kala nahin kaha,1
lanti kuta imran niazi zany ur kutay pti dalla harami kamina khinzer kanjar ur kutay dalay saqib nisar kamina khinzeer,1
mubarak pakistan mubarak prime minister imrankhan what a heartfelt first speech,0
hum kyun chalein us raah par jis raah par sab hi chalein kyun naa chune woh raasta jis par nahi koyi gaya,2
kar har maidan fateh you don t what it s like har ik muskrahat muskan ni hoti o sathi tum sath ho,2
ppp ki khuwahish hy imran khan p m bany ch manzoor ppp targeted operation k baad targted taraqi bi honi chahye khalid maqbool siddiqui mqm,2
karachi ko nayapakistan ka capital banaya jaye,0
maryamlsharif me sindhi hon hamare sab ghar wale pti ko support karte hain log ppp ko sirf wadero ke dar ki waja se vote dety hn,2
main anp tamam workers ka dil say kadar karta hon magar fouj k khilaf bakwas mujh say bardasht nahi horaha please try to control your self,1
naya cm kaun hoga elaan kardiya jaega pti ppp pmln mqm ik imrankhan nawazsharif bhutto,2
cuteaesh babarbinatta mujhe nhi lagta woh cm ban sakte ha agar ban sakte ha to unhe pti wale nahi bnae ga,1
hamidmirpak sir g mera aik dost lyari se hai election se pahle mujay wo bta raha ta ke bilawal ka istiqbal gande pathro se kiya gya,1
faisal saleh k jetny pr afsos hova aur nadem afzal chan k harny pe bhe and ik k na131 se jetny pe bht khushi hoi,1
aray waah jntakarreporter rifat ab pakistan mein bhi,0
mulk ki pehchan ayse ni hoti hy k wehan ka ameer kesy rehta hy balke wehan ka gareeb kesy rehta hy us se hoti hy imrankhan,2
sshibz yaaar lyari k logoon ne buhat hopes k saath vote diye hain ppp n mqm ne saatiyianaas maar dia hai khi ka,1
aukaat na ho gai mazak he ho gya dear aukaat deekhany waloo kisi dosrye ko deekhany sy pehly zraa apny girheban,1
ap ki bhi aese hi naqal utarti hy bachi,1
sehrish70 karachi coz karachi ki awam nay ik pe bharosa ker k pti ko vote kiya hay karachi may next time karachi p,0
karachi se mqm or lahore se pmln ka safaya thanks imran khan,0
i wonder insaan in ankhun say kese whyati dekh sakta ha jin se aap ko allah ko dekhna ik din,1
bbhuttozardari bilawal pakistan ka awaam ne ap ko reject kardiiya hai aap ki papa ne boht corruption kiya hai a,1
agar jhangeer khan tareen ne mqm ko fed govt k lye razi ker lia to mqm ziada shor nahi kerege rigging per,2
asmashirazi chaloy khoti k bachy tm se ziyada pti wale nikal sakty ha,1
cmshehbaz is waqt pmln ko nawaz sharif ki boht zarurat hai cmshehbaz sab se to ab koi tawakko nahi lag rahi,1
bannu pk 89 aur 90 me dubara ginti ki darkhwasten manzoor 89 se pti k shah muhammad aur 90 se mma k akram durrani kamiyab huay hain,2
ab roz 1 billion trees pe nayepakistan ke pm ki aaniyan jaaniyan dekhna bus happysuicidebombing electionresults201,1
imrankhanpti alhamdulilah imran khan the new prime minister of pakistan pakistan zindabad imran khan zindabad nayapakistan,0
lhr pti rehnuma jahangir tareen aaj karachi jaingay jaha mqm rehnuwon say mulaqat awr wifaqi hokumat main shamoliat ki dawat dengay,2
bus greed la dubi in ko be aur pti ko be,1
imraninc kuch naheen badla you will not stop barking against ik baray baray qayyal ho gaye magar aap ka bughz naheen badla,1
sabirmehmood26 assembly mai bhi bheithein or or ahtjaj bhi mgr aisa nai jaisa pti ke rehi,1
hamaray gujar khan se raja rental jeet gya pppp ka pti 2sre pe pp ki 2no seats pti jeet gyi,1
suna hi ppp bhi vote de gi pti ko aur azad k sath noon mn forwerd blok ben gya ya bnaya gya hi,2
lahore ku moen ju daru bana dena chaeye,1
ary par ye sumjh nhi aya sirf pti ke jeet ke coverage kyu baqiyo k haar ke coverage bhi dikhanii chahiyye thee,1
ik wkoy pulos aynko igna ana ky kabalo ko daan pero wa sd kay pulos,2
lekin sirf abu aur ami ny dia bhai sy jhagra ho gia mera issi bt py k vote pti ko q dia,1
ik nay vote khareeday khuwaja saad rafeeq apnay jesa samjh k rakha hy kiya bey chor ka bacha,1
pakistan zindabad ik will deliver i have no doubt whatsoever baki allah madad kare pti electionpakistan2018 primeministerimrankhan,0
an amazing speech pakistanzindabad imrankhan imrankhanspeech,0
haha ik pe baat karo tau us ka zaati masla hai us ki apni life hai aur dusron k baray mai jo bhi koi aik deen im,1
is ko pti uder suport kr rahi thi pti ne apna bnda khara nahi kia tha,2
imrankhanpti hm bary hogaye r dekhen khud ko izzat di,0
pti ki jeet ki khushi m un mujahido ko na bhulay jinho ny imran khan ki mohabbat m amir liaquat ko bi vote dya,1
pehli baar pakistan apna primeminister sa khush hai aur sara parosi nakhush hahaha imrankhanforprimeminister pti,0
centerlounge hahahaha ik ko na131 ki seat chorni chahye or aleem khan ko bad me yahan se election larna ho ga,0
jamalshah56 yh ik k ane k baad kya acha hoskta ha,1
murtazasolangi solangi sb ketnay khush hotay hain jab ik kay against koi baath ya tweet karta hai,1
murtazaviews ya baat he tu koi samaj ni raha ka ya nahal insan kyun aga aga hai ab kyun koi ni bol raha na dak raha hai kidar hai cjp pak kidar hain baki sab mar gya hain ab ya 420 chor ni hai kya isko cjp na nahal ni kiya ik baatan bht karta ho amal abbu karan ga aa kar,1
ab wqai lag rha hy molk trqi krega ab koi ni rok skta pakistan ko trqi krny se q k skipper is leading from the fro,0
ali mihammad khan be qasur hai,0
shazbkhanzdageo wo tu already bun geya hy naya pakistan jis tarha yai dusry sariii parties unite hy imran khan k khilaf,0
karachi walo mqm ko reject krne pr bht shukriya lahori b thori aqal istemal krte kaash,0
muneebjanjua4 mefixerr shukriyaappka ap ne pti kay liye work kia,0
naqash22390629 jts saqib apki bhai baat saboot k sath achi lagti hai aesy to koi ksi ko bh corrupt keh de n lea,2
ager foji me maze leliye tou mqm ki trha kahi ka nh rahy ga,1
star smss punjab me hukomat sazi k hawalay se jald khushkhabri den gay naeem ul haq pti pml n ka punjab me 23 azad arkan ki himayat ka dawa,2
mumairbutt15 jnb na to mera link pti de na mera link pmln or na he kisi or party se main ny ap ko samjya hain ap,2
imrankhanpti kya bat hai double dholki agar nawaz sharif india se talukaat ache kr rha tha to wo gadaar hai or ab,1
drsaleem007 credit to nauman langrial gor not coming as ind on na149 warna ye seat b pakki pmln ki thi jesy kafi jgah hua hai,0
pti se 5 seats le lo is bnde ko assembly se nikalo faidalabadio ki kr dita je,1
allah pak e apko hadayt de skta he bando ke bas ki bat ni k apko smjen r apko samjaen,1
n league ki har jaga se pti ne phaar di hai,1
massive rigging bus wahan manen jahan ap haarey hein,1
wo to pti ki wjha sy jeet gya bai tu us ki kia auqat thi,1
general musharaf ny pti imran khan ko jeet pr mubarak bad paish ki,2
meinkonhu ik br ghum jany do phr khudi dehan rakhna shuru kr do g,0
govt me aane k baad lehja buhat naram hojata he imrankhan,2
pti walay maar jayegaye ab imrankhanpti ko defend kartay kartay wih nashay main bongiya maar gaya aj ki defending halal dosti of india woh parchi speech nahi pointers tha jo bhi tha hai kyon tha,1
lahore panjub me iqtedar ki jang pml n ka pml q se rabta pti k itihadi hai mushawrat k bad jawab dengy pml q ka jawab,2
bht shor tha or phr khan ne speech krdi wazireazam imrankhan,0
hahha ary pti socoal media ki tarah reporting ker raha hai,1
frooq abidifactor ik ka littar hi kafi hai is k lye sari zindagi yaad rakhay ga ab,1
islamabad pti nay mulk bhar me clean swip kar dia imran khan k ghar bani gala k bahar karkuno ka jashn aitraf me army commandos tainat,2
chalo g ab shor krna ban kro pti jeet gaee,0
upupandawai ahhahahahahhahaha i remember kh asif saying after 2013 to pti in ko toh muslim shower bhi nahi milna,0
muhammadabidpti yaha karachi na 249 se pti k faisal wada ne win kar liya hai shobaz sharif se,0
u shut ur moutj jt sub sy zida tax deta hy ik aur pti ka chaand hy ns ko wapis ly aye pir tum aur jeo khush ho beshak,1
kia aap jaantay hain ko operation k aglay rauz mqm k laug bikay nahi aur na hi jhukay,0
aishakochai abidatozai pakhtun sirf wohi hota hai ko anp pkmap main hota hai or musalman sirf wohi hota hai ko mma main hota hai,1
alihzaidipti karachi nahe kainraanchi aisahaitoaisahetheek primeministerimrankhan,0
aap ko wizarat kub mil rahi hai is khushamad ker ne ki wajah se,1
pti ko pp k liye 149 rukn e asambaly ki himayat hasil ho gayi welldone jahangirktareen sb in sha allah ab sirf imran khan,0
sohail seyal ptiofficial aisa hi kya hay lekin khan sahab karachi ki seat chorain gay to mark my words regain nahin kar sakay gi pti,1
14th august pe result na ana hota na to bus maza hi aa jata,1
kahin bhi dunya ki fauj jab civilian ilaqon mein jaati hai tou human rights violation hoti hai,1
karachi is pti now 5 saal aaram se betho lasaniyat ke dhol bajao alah sooba lo maza aaya,0
ju lig kush nahi the imran khan k wazir e azam ban ne par zara pm ki latest speech sunn lu primeministerimrankhan,1
pti ki hakumat ko pak paramedics ko darpesh masail ko jald hal karna hay,2
pmln k sara pasa haram kar dia tum sb paid media mil k be pti k kuch ni ukar sakay,1
aamirz n129 pti 123 7 q independent pay sab depend krta hai,2
rehamkhan1 pti ki jeet k bad haram khan ka khud ko aag lagane ka fesla,1
jaisay 2013 main ns nay kpk main pti kay mandate ka ehtram kia tha use tarah ab punjab main pmln kay mandate ka ehteram kiya jaye,0
1 woh aya 2 aur sab ko sath ley uraa electionpakistan2018,0
kashifabbasiary hahaha maine mma se but jeet tu pti ki hui in the end na254,0
hamidmirpak sir ap ka channel pb 1 ka result galat bata ha wahan see pti jeet gai ha confirm it,2
let s forgive lahore karachi peshawar it s pakistan yar and ik jeet gya aur kya chahiyai chill kro,0
ni mere gnday nazriat ni hein ik k baray m ab crush wali umer ni h uski lol,2
imran khan ko mubarak ho pti zinda abad,0
zindagi mai hmesha do rastey milengy ik jo jemima k traf lejaega dosra reham khan ki traf the choice is yours,1
syedamahinu ab saary to uneducated ni hoty na jo pti ko vote na dyn,1
chalo ji izzat krwa li bahut foj nay intikhabat men mudakhlat kr kay jis ka kaam usi ko saajhay at the very end,1
y wohi mqm hy na jisky khlaf imran bolta tha,1
corruption khatam krni h aik disquaified insaan ko apny pas bitha k,1
bus jaaaani ronay lag jana awaam nay senti ho k primeministerimrankhan,0
faisalsubzwari wajih sani mqm ab kyu cheekh rahi is pehle wo khud yehi to karti rahi hai,1
trolled nhi kiya mene to bs pmln supporters ko kaha,1
bas yahi karne ko bacha tha,1
yar kab tak ro gay tb b motay gainday ko na jitwate karachi wale cuz unko aqal agai hai,1
jahan par pmln org haarr gai ha wahan par biryani ki plates ki recounting ki jay ge,1
congratulations pakistanioo tandelli aa nhi rhi ab to tabdeli agai h yaroooo primeministerimrankhan,0
sach bardasht bhi krlo agar ik itna sacha hai to saleem safi ko interview kyun nhn deta kyun,1
haroon beenish congratulations absirfimrankhan pakistankovotedo iamhamzaabbasi imrankhanpti shkhrasheed waseembadami kashifabb,0
agar ik ye seat e na chhory,2
jb tak imrankhan primeministerimrankhan ka halaf nhi utha leta tansion hi rahy gi,1
azazsyed allah he bacha sakta hay pti ke supports say agar aisa badtameez kism ka pakistan hay naya tu phir purana he thik hay,1
khurramkibaat mujhay kion q league mqm aur azaad bari eid walay qasayi lag rahay hain jinki demand bhi bauhut ha,1
fatimaarif98 aleemkhan pti mqm ki 4 seats ke baghair bhi ban jae ga aur mqm ko bhi ehtisaab mein le ke ao woh b,0
apni qismat ap sawaro tabdeli agie hai yaaro rok sako tau rok lo tabdeeli aai rey mai inko rulaun ga,0
khsaad rafique sami pml n aap ka dil rakhne k liye mey maan leta hoon ke pore pakistan mey koi b party theak tar,0
za marah abay wo raha azaad umedwar jahaz jaldi nechy otaro electionpakistan2018,0
pti ko gareeb admi ki traf se mubarak bad,0
lahori waqai kabil e aitbaar nahi inn k saron mai dimaag ha hi nahi electionpakistan2018,1
pmln ko ghonda gardi kar k haraya geya vote or voter ki insult hoi or ye chapooo k munn wala ab punjab bhi lena chah raha,1
khsaad rafique to doob maro na pmln valo,1
itnay angoothay dekhne k baad ye mehsoos hua k hamare mulk ko tabdeeli k sath sath manicure ki bhi sakht zaroorat hai,2
qaumi assembly k 267 halqon k sarkari nataij jari pti 115 pml n 64 ppp 43 mma 13 azad 13 mqm 6 pml q 4 gda 2 bnp 2 anp 1 aml 1 bap 3 ecp,2
itni bekaar takreer na koi orange train na koi metro plan na hath mai koi parchi ye kaisa pm agaya,0
pishawar pti nay khaibar pakhtoonkhwa kay wazir e aal sheep k liay aik bar pir parvez khatak ka nam faisala,2
cjp saab ye 4 5 mpa pti ko den den woh punjab mein govt bana len,1
ye bc g phattii k kabhi aqal se bhee kaam lete hain dhaggay saray k saray dafa 302 lagni chahye ro pe,1
afshanmasab kue k ab har mukhalif siasat dan ko tanqeed pa gali dee jay ge hakumat ki taraf se nayapakistan,1
ghalat baat hai ye tu khan sb ap ko in ki rozi roti ka kuch kerna ho ga plz d nayapakistan imrankhan,1
independent ch nisar ko pmln main hi count karain,2
is jaisy bandy main g 0 gerat hai ab bhi baz nahe aa raha mashwary dainy se,1
dhandli ho ni rahi dhandli hogai hy massiverigging,1
ch shujaat ki imran khan se mulaqat wifaq or punjab me himayat kar di hukomat k liye matlooba seats hasil kar li fawad chaudhry pti,2
imrankhan phele ek din toh guzaar le prime minister of pakistan kashmir naah hi tu nahi tera god hum se le payega,1
khi walon ne jitni mehnat orr qurbain pichlay 5 7 saal main di he shayad hi kisi ne di ho,1
sharmindagi se doob mar bhosdi ke,1
mianahmadhabib1 umarcheema1 aaiyashi karnay waalaaa insaan ek opposition party toh sambhal saktaa hai on part,1
mohammadahsen3 gorsi 786 ad8876 abidifactor majid agha nice joke yaar aisa kuch ni hoga pti 60 to 75 ppp 65 to 70 pmln 100 to 90 a,1
shaffaf election kuday ke dheer mai pade milay hain recounting karwao jahan jahan se jeete ho khud sharma jao ge i,1
maanimrankhan jahangirktareen imrankhanpti ptiofficiallhr such baat hai jahan tareen aik mukhlis banda hai pti ka,0
abid ppp apni museebat ik k sir daal ker khusi tou bohat hogi,1
qayyumabad a area kachra kundi say ppp mqm or pmln kay baleet paper baramat kaffi sary jal gay,2
dilon ka primeminister wazireazamimrankhan primeministerimrankhan skipper,0
mubasherlucman b aur noon ka pti ny jeem nikal diya,0
aishakhaan313 hahahhaha ajkal pti wale bht lambi lambi chor rahe hain,0
amir l ki jagah jibran nasir hota pti ka,1
hahahhahaha opposition bhi diesel k beghair,0
aray janemun bas bas isi bat pe aj apko ik cigarte ka packet meri taraf se,0
wajih sani wajih baita 2014 m n league k ganjo ny ye nhi kaha tha k jo halqa kahain gy wo kholain gy or cooperate,1
rameelahmad xadeejournalist imrankhanpti nhi hmra media ko b short term memory loss ho jata ik ki dafa pathetic ksm se,1
khi se winners na243 imran khan pti na256 najeeb haroon pti na244 ali zaidi pti na255 khalid maqbool mqm na253 usama qadri mqm,2
chalen ap isi baat ko soch soch ker khush hoyen,2
pti walo mubarak ho,0
farhankvirk tika k bdla lia ha pmln se apni na ehali ka r apni ehliyat danky ki chot pe sabit krdi,0
ranajved israrabas kabootar baaz pmln worker judge,1
i k ka naya pakistan ban gaya hai us ki nishani yeh hai k woh lotay jama kar raha hai,1
in mn se 12 seats pmln jeeti hai,2
naye pakistan main qaum b apna kirdar ada karay vote diya pti agai sab kuch khan ni karega hamay bhi ik achi qaum ban k saamne ana hay ptiofficial,0
najam sethi ke uthao baray uchal rahe hain bhago imrankhan agaya nokri tail hogi lassan lagenge sethi ke electionpakistan2018,1
but zadar tar log tans hai plus mera too k i k punjab kahi phir choron k sappurd na kr day,1
congratulations to all pti mna on historic victory ab bany ga niya pakistan,0
electionresults2018 alhumdulillah proud karachite pti won ab lahoriyon ko karachi k samandar me doob marjana chahye,0
wickidnomi bhai ye post pti k liye nahi hai hmary ghr ka mamla hai,1
nawaz shareef ki ghand mardi pti waloo ne yeeh cheez pti is love,0
bhai jan jazbaati na ho tabdeeli aa chuki hai look at votes pti gained from ge 2013,0
mene apnay noon leagui bhaiyon k behtr mustaqbil k liye pti ko vote dia,0
sanakhan7864 lant he es admi par jis ne ye kam kya he or ap par b lant ho gashtye gor se deko ye pmln wale hain londi ki bchi,1
ppp ne pti mukhalif apc me shirkat per mazrat kerli pti ki mqm ko mulaqat ki dawat hafte ko mulaqat mutawaqey,2
lhr punjab me hakumat sazi pti k azad umeedwaron se hangami rabtay sobay me pml n 129 nashiston k sath pehlay pti ki 123 seats hain ecp,2
karachi se qaumi assembly k nataij mukammal 21 nashiston me 14 pti k naam mqm p 4 aur ppp sirf 3 seats lay saki psp ka mukammal safaya,2
beta junaid maa baap apke jail main hain ja ayashi maar koi kuch kehne wala nahe hai yeh kam mat kar 2013 ki video,1
karachi karachi hai bhai,0
he troll ishaq khakwani jkt ka itna role ni hy es me jtna khakwani ka khakwani khud bhi hara or aysha nazir bhi hari jo jo zila miss manage hoa wahan pti hari hy 2 2 bndy khary the,1
arysabirshakir sir aur arifhameed15 sir aap log samet aap jaisay deegar journalists k liye ik sahab ne koi wazaarat rakhi hai kya wazeer nahi to musheer b bana sakty hain electionpakistan2018 nayapakistan biased abidifactor abidaliumang xadeejournalist,0
inshaallah nahi jaye ga pti hi ki govt ho gi punjab pe,0
fauziakasuri imrankhanpti nae ye lalach mein psp mein gai thin k psp mein jaon gi wahan se muje seat mil jayegi,1
r u educated jo pti ko vote na de wo khota jahil patwari gadhar dimagh tu nh kharab ap prhy likho ka,1
shah mehmood pp ki seat haar gaya he voo ban nhi sakta pata nhi ab kon banta he bss dua he ik kisi achay banday ko select kray,1
rabipirzada rabi pirzada be pti kee janonee nekly nayapakistan imrankhan,1
shukar ha,0
drnaziahassan thats wt pmln says hamari mrzi i karein,1
kp police1 klasrarauf mtahir436 anooshaliakbar drzahid mae kp ko pti k hawalay krna behtareen faisla,0
kaisa danda diya hai khan nay saalay,1
pti ki jeet or imran khan ki jeet se wo bat yad aye jo imran khan ne bohot pehle kahi the k mere voters abhi chote hai imrankhanpti,0
sahafat kay naam per dhabbay donoon kay donoon yeh sari quam nawaz sharif aur zardari ki hai ik abhi aya nai hai,1
hamza to ik humnay apko kpk main hukumat banany di thi na ap humen punjab main bananay dain,2
becharay k pass kuch nahi raha kehnay ko tau kuch b keh diya,1
