,Text,Sentiment
522,جب زخم ناسور بن جائیں ’ تو زخم لگانے والے کو فراموش کرنا نا ممکن ہوجاتا ہے ۔ یہ بات وہی سمجھ سکتا ہے جو زخم اٹھاتا ہے ۔,1.0
523,تم مرو یا جیو اب میں کیا کر سکتا ہوں ؟,1.0
524,ﺍﺳﻼﻡ ﺍٓﺑﺎﺩ ﻣﯿﮟ ﻗﺎﺩﺭﯼ ﺩﮬﺮﻧﮯ ﮐﯽ ﺍٓﺧﺮﯼ ﺭﺳﻮﻣﺎﺕ ﺟﺎﺭﯼ ﮨﯿﮟ،ﺍﺱ ﮐﮯ ﺑﻌﺪ ﻗﻞ 23ﺍﮐﺘﻮﺑﺮ ﮐﻮ ﺍﯾﺒﭧ ﺍٓﺑﺎﺩ ﻣﯿﮟ ﮨﻮﮔﺎﺍﻭﺭ ﭘﮭﺮ ﮨﺮ ﺷﮩﺮ ﻣﯿﮟ ﻣﺰﯾﺪ ﺭﺳﻮﻡ ﮨﻮﻧﮕﯽ ۔,1.0
525,ﺳﻮﺩﮐﮭﺎﻧﮯ ﻭﺍﻟﮯ، ﺍﺱ ﮐﮯ ﻭﮐﯿﻞ، ﺍﺳﮑﮯ ﮐﺎﺗﺐ ﺍﻭﺭ ﺍﺱ ﮐﮯ ﮔﻮﺍﮦ ﭘﺮ ﻟﻌﻨﺖ ﻓﺮﻣﺎﺋﯽ ﮨﮯ ﺍﻭﺭ ﻓﺮﻣﺎﯾﺎ ﮐﮧ ﻭﮦ ﺳﺎﺭﮮ ﺑﺮﺍﺑﺮ ﮨﯿﮟفرمان S A W W,1.0
526,کراچی میں تمام نیوز چینل کی بندشایم کیو ایم اور پاکستان مسلم لیگ زندہ بادپاکستان ملک ہے شہنشاہوں کا بدمعاشوں کا,1.0
527,سائنسدانوں نے حیرت انگیز ’’طلسماتی چھتری ایجاد کرلی via,0.0
528,دنیائے حادثات ہے اک درد ناک گیتدنیا کے حادثات سے گھبرا کے پی گیاکانٹے تو خیر کانٹے ہیں ان سے گلہ ہی کیاپھولوں کی واردات سے گھبرا کے پی گیا,1.0
529,جا چکے ھو مگر نہیں جاتے تم تو ہجرت کمال کرتے ھو,0.0
530,نہیں میں شیو نہیں کرتا، صرف ٹویٹ کرتا ہوں بغیر ٹائپو والی ؛ڈ,1.0
531,کہیں پڑھا تھا جمیعت علما پاکستان بریلوی فقہ کے علما کی ہے ، لیکن یاد نہیں ٹھیک سے ۔,1.0
532,وچ داڑھی اسلام نہ کوئیبن عملاں قرآن نہ کوئیجے مکراں تو باز نہ آؤے ملاں جیہا بے ایمان نہ کوئیجے گر پا دیوے ۔۔۔,1.0
533,عمرؓ کے نام لیوا کا ہے نصب العین حق کوشی کبھی باطل کے آگے اس کا سر خم ہو نہیں سکتا سیدنا عمر فاروق,1.0
534,"لاہور: سعد اختر بھروانہ ڈی آئی جی ٹریننگ تعینات،نوٹی فکیشن جاری""",0.0
535,آقا صلی اللہ علیہ و آلہ وسلم کے صحابہ صحبت کی وجہ سے ہی اتنے پختہ ایمان اور یقین والے تهے اور ان میں ان کے مرشد کا عکس تها,0.0
536,دبئی ٹیسٹ: پاکستان کے خلاف آسٹریلیا کی آٹھویں وکٹ 170 رنز پر گر گئی,1.0
537,ن لیگ وہ پارٹی ہے جوضیاکی بندوق کے زور پہ وبائی مرض کی طرح پهیلیجبکہتحریک انصاف آہستہ آہستہ خوشبو کی طرح اپنا اثر دکھا رہی ہے,1.0
538,اس گاڑی کا نمبر ڈیزل چور ھے چندے سے انقلاب,1.0
539,پراٹھے ، مچھلی، چائے عمران خان کے ساتھ,0.0
540,کتاب - دستک انتساب میری زندگی، ان رشتوں کے نام، جو عجیب بھی ھیں اور غریب بھی - جو محبت اور اذیت کا نایاب۔۔۔,0.0
541,جلسے کی ناکامی کا غصه جیو نیوز کے نمائیندے پر اسکا کیمره توڑ کر نکالا گیا۔ خان جی آپ حقیقت چھپا نھی سکتے,1.0
542,بلوچستان میں جنگلی کتوں کو آزاد چھوڑنے کے بعد وزیر اعلی کہتے ہیں حالات کو خراب کرنے میں غیرملکی ہاتھ شامل ہے ۔,1.0
543,قادری انکل نے جو کفن سِلوایا تھا نواز حکومت کے لیے وہ کہاں گیا؟,1.0
544,میں کیمیا پڑھ پڑھ کے تنگ آچکی ہوں ۔,1.0
545,لوہا نائلون، پرانا پلاسٹک، ٹین ڈبے ، پتریاں گراریاں ، پرانے ٹائر ٹیوب، یہ سب چیزیں چندے سے انقلاب میں کافی مددگار ہو سک۔۔۔,1.0
546,اور جو مجھے انقلاب نہ لانے کے طعنے مارے ۔۔۔ اسے بھی شھید کردو,1.0
547,ہمیں آج پتا چلا کہ اس لعنتی ابو لولو فیروز کا مزار بھی ہے ایران میں ۔۔ حیرت ہے ۔۔,1.0
548,شاہد آفریدی الیون نے آئی ڈی پیز الیون کو ہرا دیا,1.0
549,بہت بہت شکریہ۔۔۔ ہم نے تو مٹھائی کھانی ہے آپ سے ۔۔,0.0
550,ﺗﻤﺎﻡ ﻣﺴﻠﻤﺎﻧﻮﮞ ﮐﻮ ﻧﯿﺎ ﺍﺳﻼﻣﯽ ﺳﺎﻝ ﻣﺒﺎﺭﮎ ﮨﻮ ﺩﻋﺎ ﮐﺮﺗﮯ ﮨﯿﮟ ﺍﻟﻠﮧ ﺗﻌﺎﻟﯽٰ ﺗﻤﺎﻡ ﻣﺴﻠﻤﺎﻧﻮﮞ ﭘﺮ ﺍﭘﻨﮯ ﮐﺮﻡ ﺳﮯ ﺭﺣﻤﺘﯿﮟ ،ﺑﺮﮐﺘﯿﮟ ﻧﻌﻤﺘﯿﮟ ﻧﺎﺯﻝ ﻓﺮﻣﺎﺋﯿﮟ ﺁﻣﯿﻦ ﺛﻢ ﺁﻣﯿﻦ,0.0
551,اسلام آباد ان دھرنوں کے لئے موزوں ہے ۔ امیروں کا شہر ہے ریڑھی والے غریبوں کا خرچہ نکل آتا ہے,1.0
552,"برازیل میں بصارت سے محروم خواتین کے لیے ""ڈانس اسکول"" کھول دیا گیا،جن کی مہارت کو داد دیئے بغیر کو۔۔۔",1.0
553,نیا بلاگ کب تک پوسٹ کریں گی آپ؟؟؟؟,0.0
554,بجھی بجھی ’شامِ شعرِ یاراں ‘,1.0
555,عدالت نے چالان موصول ہونے پر ملزمان کے خلاف ٹرائل شروع کر دیا,1.0
556,چلو کچھ دیر ہنستے ہیں محبت پرعنایت پرکہ بے بنیاد ہیں باتیں سبھی رشتے ، سبھی ناتے ضرورت کی ہیں یجادیں کہیں کوئی نہیں مرتاکسی کی واسطے جاناں,1.0
557,"الله اکبر ,,,,,,,,,,,,,,,,,مولانا جی کیا بات ھے",0.0
558,جمعه مبارک ، دعا میں یاد رکھیں ،شکریه,0.0
559,ﺗﺤﺮﯾﮏِ ﺍﻧﺼﺎﻑ ﺍﻭﺭ ﻋﻮﺍﻣﯽ ﺗﺤﺮﯾﮏ ﮐﯽ ﺳﻮﺷﻞ ﻣﯿﮉﯾﺎﻭﺍﺭ ﺩﻭﻧﻮﮞ ﮐﻮ ﮐﻤﺰﻭﺭ ﮐﺮ ﺩﮮ ﮔﯽ۔ﺩﺷﻤﻦ ﮐﻮ ﻣﻮﻗﻊﻣﺖ ﺩﯾﮟ ﺩﻭﻧﻮﮞ ﺗﺒﺪﯾﻠﯽ ﻭﺍﻟﮯ ﻣﺘﺤﺪ ﺭﮨﯿﮟ,1.0
560,"ہم پیپلز پارٹی سے اپنے حکومتی تعلقات کو ختم کررہے ہیں ،فاروق ستار""",1.0
561,بلائنڈڈولفن کو واپس دریائے سندھ میں چھوڑ دیا گیا,1.0
562,ملا کی اذاں اور مجاھدکی اذاں ۔۔۔ ملک زیشان اشرف کی جانب سے کیا شاندار کمنٹ آیا ہے,1.0
563,س ٹیسٹ کے امپائرز انگلینڈ کے کیٹل برو اور جنوبی افریقہ کے ایراسمس ہیں ۔ سری لنکا کے رنجن مدوگالے میچ ریفری ہیں ۔,2.0
564,کراچی کے بیشتر علاقوں میں نیوز چینلز کی نشریات بند,1.0
565,ایم کیو ایم کو منانے کی کوئی کوشش نہیں کی،رحمان ملکگویا اس بار خود ہی ذلیل ہو کہ واپس آ جاویں گے جیسے طاھرکینیڈوی ذلیل و رسوا ہو کہ آ گئے,1.0
566,دھرنا ختم کرنے پر عوامی تحریک کے کارکن رو پڑے ۔۔۔۔۔یہ خبر ایسے لوگ بھی شئیر کر رہے ہیں جو دن رات یہ کہا کرتے تھے ۔۔۔,1.0
567,دبئی ٹیسٹ میچ میں پاکستان کی پہلے بیٹنگ,2.0
568,مجھے ایسا لطف عطا کیا، جو ہجر تھا نہ وصال تھامرے موسموں کے مزاج داں ، تجھے میرا کتنا خیال تھاکسی اور چہرے کو۔۔۔,0.0
569,ہم نے اپنے وجود کی چادر تنگ اپنے گمان پر کی ہے,1.0
570,کادری کو یہاں سے دھکا دینا چاھیئے ۔,1.0
571,سمارٹ فون کے عادیوں کے لیے ڈجٹل ڈیٹاکس کیپ: ڈیجیٹل کھلونوں کي لت میں مبتلا بعض لوگ اپنے علاج کے ۔۔۔,1.0
572,سیتا وایٔٹ کا وقوعہ تو مملکت خداداد پاکستان کی حدود سے باہر کا ہے ،اس لیے اسلامی حد لاگو نہیں ہو سکتی،,1.0
573,اے شفقت اے ھن جناب دیناراض نا ہونا مرا ویر,0.0
574,نبی اکرم صلٰی اللہ علیہ وآلہ وسلم پر ہزاروں کڑوڑوں درود و سلام,0.0
575,پھر نون لیگی کیسے جھیلتی ہیں ؟ وہ تو بہت عجیب ہیں ۔ ہر وقت ہی سڑے سڑے رہتے ہیں,1.0
576,کراچی: باپ بیٹے اورسابق ایف آئی اے ملازم سمیت 5 افراد ہلاک,1.0
577,آج کا کارٹون لمبی ٹانگ والا کرکٹر پارلیمنٹ میں کیلن بولڈ ہوتا ہوا نظر آیا,1.0
578,آج سے بیس سال پہلے ایک عزیز تعلیم کے سلسلے میں امریکہ میں مقیم تھا,0.0
579,دبئی ٹیسٹ پر پاکستان کی گرفت مضبوط,1.0
580,ڈیرہ غازی خان : تھانا گدائی میں زیر حراست ملزم نے مبینہ طور پر خود کو آگ لگا دی،زخمی ملزم کو اسپتال منتقل کردیا گیا، پولیسAUS-196-8,1.0
581,راولپنڈی :ترقی کی بجائے تنزلی کی رفتا ر بہت تیز ہے کرپٹ اشرافیہ اپنے بیرون ملک اکاؤنٹس کو بھررہی ہے جماعت اسلامی۔۔۔,1.0
582,۔شہدا نے پکارا ہے تم کوفردوس کے بالا خانوں سے ۔ہم راہ وفا میں کٹ آے تم کوپیارہے ابھی تک اپنی جانوں سے ۔28ذوالحج یوم شھادت محمد عثمان باغائي,0.0
583,نماز فجر کے بعد چند جنونیوں کا مسجد کے سپیکر پر دهاوا کسی ٹارچر سے کم نهیں شور,1.0
584,میں منٹو سے شرمنده هوں آج۔ ۔ ۔ دل چاہاکہ ترتیب ٹهیک کردوں ۔ ۔مگر امرتا پریتم سب سے نچلی شیلف میں دیکه کر دو آنسو حلق میں اتارے ۔,1.0
585,اَلسَّلاَمُ عَلَيْكُم ُصُبحَ بَخَیر اللہ تعالیٰ سے بخشش مانگو! بے شک اللہ تعالیٰ بخشش / مہربانی کرنے والا ہے ۔‘‘,0.0
586,اگر ٹرین کی رفتار 120 کلومیٹر فی گھنٹہ ہو، تو 2 منٹ کی وڈیو میں ٹرین کی تقریباً لمبائی کیا ہوسکتی ہے ؟؟؟,2.0
587,نیوز چینلز کے پرائم ٹائم پر لایا گیا انقلاب اٹھ گیاخطرہ ہے انقلاب کے روح رواں قبض شکار نہ ہوں لہذا وقت پر اسبغول پی لیا کریں,1.0
588,کرکٹ کی الف ب نہیں پتہ تو جنونی ہونے کا فائدہ کیا ،،وہ سلیم یوسف ہے,1.0
589,بچے غیر سیاسی ہوتے ہیں,2.0
590,پانچ فیصد دیوبندی تکفیری اقلیت کی پچھتر فیصد سنی بریلوی صوفی اکثریت کے خلاف دہشت گردی کب تک؟ – فاروق چشتی,1.0
591,مَقرُوض کے بِگڑے ہُوئے حالات کی مانِند،مَجبُور کے ہَونٹُوں پہ سَوالات کی مانِنددِل کا تَیری چاہَت میں عَجَب حال۔۔۔,1.0
592,پاکستان میں جب لیڈر کی موت اتی ھے وہ چینل بند کرنے کو دوڑتا ھے ۔آپس کی بات ھے ن لیگی لیڈر اور گیدڑ میں فرق تلاش کرنا ناممکن ھے,1.0
593,ساقی تیری محفل میں ہم کچے جام اچھالیں گے جب ڈی چوک میں جائیں گے ڈیزل سے نہا لیں گے چندے سے انقلاب,0.0
594,بے بس بھکاریوں کی طرح توڑ کر انا کشکول لے کے تیرے در و بام تک گے ۔۔,1.0
595,پروفیسرغلام اعظم کی شہادتحکومت رویہ درست کرے ۔ حمید گلمحسنوں کو بھولنا بدنصیبی ہے ۔ اسلم بیگعوامی لیگ نے ۔۔۔,1.0
596,لوٹ آنے کی امیدیں ٹوٹ پائی هی نهیں بند هو پائے نهیں هیں اب بهی در، کهنا اسے (ملک عدنان احمد) بے سہارا محسوس کر ریا ہوں,1.0
597,مفتی محمود نے کہا تھاخدا کا شکر، ہم پاکستان بنانے کے گناہ میں شامل نہیں تھے پھر مفتی صاب مغربی جمہوریت کا حصہ دار بن کرسرحد کے وزیر اعلی لگ گئے,0.0
598,میری دعا ھے کہ نیا اسلامی سال ھمارے ملک کیلئے بہتری لے کر آئے ۔مسلمانوں کو نئے اسلامی سال کی مبارک,0.0
599,سوال: چائے کا اصلی وطن کون سا ہے ؟ اپنا جواب اس نمبر پہ دیں,2.0
600,پی آئی اے کا مالی بحران شدت اختیار کرگیا,1.0
601,پشاور میں آب درہ روڈ پر واقع پلازہ میں سلنڈر دھماکہ دھماکے میں خاتون سمیت 2ا فراد زخمی,1.0
602,بکھری ہے تری زلف تو ہم شانہ کریں گے ، مٹی میں ملا دیں گے حریفوں کی تدابیر، اے وادی کشمیر!,1.0
603,دیکھ کر جو ہمیں چپ چاپ گزر جاتا ہے کبھی اس شخص کو ہم پیار کیا کرتے تھے,0.0
604,ر ایک بچے کی سکول میں موجودگی یقینی بنانے کے لئے ریاست کو تعلیمی معاملات سے نمٹنے کے لئے نئی قوت کے ساتھ عزم کو یقینی…,0.0
605,پاک ایران گیس پائپ لائن پر امریکا نے پابندی عائد کررکھی ہے ،وزیر پٹرولیم»,1.0
606,+ تاکہ سوشل میڈیا پرختم نبوت کے کام کو بہتر اور منظم انداز میں کیا جاسکے ، ساتھی کل ہونے والی کانفرنس میں شرکت لازمی بنائیں چناب نگر کانفرنس,0.0
607,انقلاب آیا نہ جانے کدھر گیا ،، اک شہر تھا آباد اجڑ گیا,1.0
608,جس ملک میں انصاف نہیں ملتا ، وہاں حق کا بول بالا کیسے ہو سکتا ہے ؟ اس ملک کو سب سے زیادہ نقصان اہل انصاف نے دیا:,1.0
609,ناچ گانے والا پاکستان نہیں چاہیے لیکن میری بیٹی اچها ناچتی ہے ۔راناخطابت اور ٹهمکے ساتھ ساتھ ۔۔ شرمیلا,1.0
610,تئیس اکتوبر کو عوامی تحریک کے جلسے کے لیے ایبٹ آبادجاؤں گا،طاہر القادری,0.0
611,لاہور :محرم ،سیکیورٹی کیلئے انتظامات کو حتمی شکل,1.0
612,آج قادری صاحب نے کچھ عمران خان سے مایوس ہو کر اور کچھ ڈیل کے نتیجے میں اپنا دھرنا ختم کر دیا- اس فیصلے کے کئی۔۔۔,1.0
613,انصافیوں کے ٹرینڈ کا احوال: 1۔ اوریجنل ٹرینڈ = 20۔5 %2۔ ریٹویٹس = 75۔7 %3۔ ریپلائیز = 3۔8 %,2.0
614,آسٹریلیا کیخلاف 40 سال بعد دونوں اننگز میں سینجریاں اسکور ہوئیں,0.0
615,مسجد میں ریپ کرنے والے امام کو 20 سال قید۔۔صرف بیس مزید پڑھیں,1.0
616,لاہور:نان اور روٹی کی مقررہ قیمتوں پر فروخت یقینی بنا رہے ہیں ۔ انتظامیہ,0.0
617,جہلم،تحریک إنصفاف سونامی کی لہریں سولہ نومبر کو جہلم سے ٹکرایں گی،،,1.0
618,*لیکن ہم نے جنگلا بس بنانی ہے *ملتان میں پینے کا صاف پانی نہیں لیکن ہم نے جنگلا بس بنانی ہے ۔ملتان میں ساری سڑکیں ۔۔۔,1.0
619,ھم شھزاد کوروتے ھیں یہاں سیانہ بیانہ معین خان بھی سیلفیاں لیتاھے ۔,1.0
620,کوہلی اور انوشکا کب شادی کررہے ہیں ، عامر خان کو بھی فکر لاحق ہوگئی via,1.0
621,تم پھر نہ آ سکو گے بتانا تو تھا مجھے تم دور جا کے بس گئے میں ڈھونڈھتا پھرا,1.0
622,لاہور: مدعیہ کا پسند کی شادی والا بیان برقرار۔,0.0
623,بجلی کی قیمتوں میں اضافہ واپس,0.0
624,جانے دیں سر جی :),0.0
625,گلی میں پھرتا ھے رات بھر کوئی۔۔۔۔۔ گلے میں نیند کا تعویز ڈالے ھوئے ۔۔۔!!,1.0
626,ایم کیو ایم کو دھمکی آمیز خطوط بھیجے جا رہے ہیں ، رہ نما ایم کیوایم آصف حسنین,1.0
627,ٹھرکی سے یاد آیا کہاں ہے آجکل؟,1.0
628,حسان ریاض جیت نہیں رہا-حسان ریاض جیت گیا ہے -مبارک ہو مبارک ہو مبارک ہو,0.0
629,وہ انکو نہیں آتا :),2.0
630,لاہور: رانا ثنااللہ کو نوٹس پنجاب اسمبلی سیکرٹریٹ کے پتے پر بھجوا دیاگیا۔,1.0
631,فرشتہ یا بھیڑیا ۔۔۔۔طاہر القادی کتنے میں بکے ؟؟؟ورثا کی دیت کے ۔۔۔,1.0
632,رقم کچھ زیاده کریں پهر خاں صاحب سے بات کرتے ہیں,1.0
633,خلیفہ ہارون رشید؟,0.0
634,یونس خان آسٹریلیا کے خلاف ایک ٹیسٹ میں دو سنچریاں سکور کرنیوالے چالیس سال میں پہلے کھلاڑی بن گئے,1.0
635,: سانحہ ہزارہ کے ملزموں کو جلد از جلد گرفتار کیا جائے گا :عبدالمالک بلوچ,1.0
636,حضرت عمرؓ اکثر کہا کرتے تھے اے عمرؓ تجھے تو اونٹ چلانے نہ آتے تھے آج اسلام نے تجھے کہاں پہنچا دیا,0.0
637,میں سُوت کے دھاگے کی طرح ٹوٹ گيا تھاوہ چرخہ گھمائے گی تو کچھ یاد کرے گی,1.0
638,اور ویسے بھی بیمارکا علا ج کیا جاتاھے مردے کانھیں ۔نورے اور زرداری کا علاج نھیں ھو سکتا کیونکه یه مر چکے ھیں ۔۔تدفین باقی ھے ان کی۔,1.0
639,پشاور: یونیورسٹی روڈ پر السیدپلازہ کے قریب دھماکا,1.0
640,مولانا صاحب آپ کی عزت لوگ آپ کے والد صاحب کی وجہ سے کرتے ہیں ، کل آپ کے مدرسوں پر بھی کئی سوالات اٹھ سکتے ہیں,0.0
641,وہ رفاقتیں نہیں بھولے کہ تیرے بغیر ایک لمحہ بھی بہت سوگوار ھوتا تھا,1.0
642,اب سمجھ آرہی ہے ، انہی مولویوں کو نبی کریمﷺ کے وارث سمجھتے تھے آپ لوگ،آیؑ عقل ٹھکانے ؟,1.0
643,سعودی عرب: القاعدہ کی حمایت پر خواتین کو سزائیں,1.0
644,محترم /محترمہ خوش آمدید ،ویلکم،جی آیاں نوں فالو یو بیک ایز ریٹرن محبت,0.0
645,آپؓ کا اسم گرامی ’’عمر‘‘ لقب ’’فاروق‘‘ اور کنیت ’’ابو حفص‘‘ ہے ۔ سیدنا عمرؓ کا نسب مبارک نویں پشت پر سیدنا محمد ﷺ سے جا ملتا ہے ۔سیدنا عمر,0.0
646,پارلیمنٹ ، صوبائی اسمبلیاں ، وفاقی اور صوبائی حکومتیں عوام کی پریشانیوں اور معاشرے کی بدترین ٹوٹ پھوٹ سے بے خبر ہیں ۔,1.0
647,24 اکتوبر کو گجرات جلسہ میں حلقہ کی عوام بھرپور شرکت کریں ۔ چوہدری زبیر احمد ٹانڈہ,0.0
648,آپ کی بات ٹھیک ہو سکتی ہے ،کیونکہ یہ تو کویؑ خاتون ہی صحیح حقیقت حال واضح کر سکتی ہے ۔شکریہ,0.0
649,میں نے پوچھا کہ زندگی کیا ہے ہنس دئیے پھول، رو پڑی شبنم,1.0
650,نئی نظریاتی ونگ کا سہرا اسی کو جاتا ہے آزادی مارچ نے کامیابی سے نظریاتی۔۔۔,0.0
651,ﻻﮨﻮﺭ:ﺷﮩﺮﻣﯿﮟ ﻣﺮﺩﮦ ﺟﺎﻧﻮﺭﻭﮞ ﮐﮯ ﮔﻮﺷﺖ ﮐﯽ ﻓﺮﻭﺧﺖ ﮐﺎ ﺍﻧﮑﺸﺎﻑ ﻓﺮﻭﺧﺖ ﮨﻮﻧﯿﻮﺍﻟﮯﮔﻮﺷﺖ ﻣﯿﮟ ﻣﺮﺩﮦ ﮔﮭﻮﮌﮮ ﺍﻭﺭﮔﺪﮬﮯ ﮐﺎ ﮔﻮﺷﺖ ﺑﮭﯽ ﺷﺎﻣﻞ,1.0
652,لاہور: پیپر ری چیکننگ کی چار ہزار پانچ سو درخواستیں موصول ہوئے ہیں ۔لاہور بورڈ,1.0
653,اور اگر پی ٹی آئ نے کها که الیکشن ضمنی نهیں ھونے دینے تو پانچ فی صد ٹرن آوٹ ھوگا۔ اور یا نهیں ھونگے ۔,1.0
654,ڈرتا ہوں دیکھ کر دلِ بے آرزو کو میں سنسان گھر یہ کیوں نہ ہو،مہمان تو,1.0
655,دیکهی ہیں جب سے ہم نے نذریں اتاریاں ہیں سارے جہاں سے اچهی آنکهیں تمہاریاں ہیں,0.0
656,؛راولپنڈی:فتح جنگ کے قریب مسافروین کی ٹینکر سے ٹکر دو بچے جاں بحق،دس افراد زخمی، زخمیوں میں چار خواتین بھی شامل، زخمی تحصیل ہیڈ کوارٹر اسپتال منتقل,0.0
657,لاہور: جاں بحق ہونے والے رانا اشرف کے ورثاء نے لاش سڑک پر رکھ کر احتجاج کرنا شروع کردیا۔,1.0
658,اللہ جانے وے ماہی تیرا پیار کی اے دل دی اوداسی نی جاندی,1.0
659,کراچی: گیارہویں آرٹس ریگولر و پرائیویٹ کے نتائج کا اعلان ۔,0.0
660,ڈیزل ڈیزل کپتان ڈیزل,1.0
661,یہ دن بھی آنے تھے خچروں کو ہیروں کے درمیاں لا کھڑا کیا جاوے گا,1.0
662,پاکستان- آسٹریلیا ٹیسٹ سیریز سے قبل بین الاقوامی کرکٹ کونسل نے ٹیسٹ رینکنگ جاری کردی ہے,0.0
663,جادو بهری آنکھوں والی سنو !! تم ایسے مجھے دیکھا نہ کرو ۔۔۔۔,0.0
664,تنگ آ چکے ہیں کشمکش زندگی سے ہمٹھکرا نہ دیں جہاں کو کہیں بے دلی سے ہم۔۔۔,1.0
665,28 سال کی عمر میں بھٹو پہلی مرطبہ منظر عام پر آیا جنرل ایوب خان کی حکومت کا وزیر پٹرولیم بن کے ۔ یعنی اپنی محنت سے نہیں ۔,1.0
666,پاکستان میں تشدد پسندی-بے حسی اور دوسروں کو تکلیف میں دیکھ کر خوش ہونے کے رجحان جیسی بیماریوں میں اضافہ ھو رھا ہے افسوس یہاں انسان نہیں رہتے,1.0
667,وہ میری آخری سرحد ہو جیسے سوچ جاتی ہی نہیں اب اُس سے آگے,1.0
668,غازی تربیلہ :اسکول میں بجلی کا تار گرگیا، 11طلبہ جھلس کرزخمی,1.0
669,مضبوط کرپٹ مافیا کا کون کیا بگاڑ سکتا ہے ۔ بس اللہ ہی اس ملک اور عوام پہ اپنا رحم فرمائے ۔ آمین۔,1.0
670,چیچہ وطنی: حکام کی عدم توجہی، امراض قلب یونٹ میں تالے پڑ گئے,1.0
671,: خواب ہوتے ہیں دیکھنے کے لئے ان میں جا کر مگر رہا نہ کرومنیر نیازی,1.0
672,عالم پناہ نے جان نہیں لی شکر نہیں کرتے,0.0
673,یونس خان کی ریکارڈ ساز سنچری کے بعد آسٹریلیا کو دبئی ٹیسٹ جیتنے کے لیے 438 رنز کا ہدف درکار,0.0
674,توکیاوہ ہم کوہرجرم کی سزا دے گاپھراپنے رحم و کرم کا ثبوت کیا دے گامیں روزِ حشر کا قائل ھوں پھر بھی ہنستا ھوں کہ بندہ خدا کو حساب کیا دے گا,1.0
675,سالا چار اوورز تک کوئی وکٹ نہ گرے تو میچ بورنگ بورنگ لگنا شروع ہو جاتا ہے,1.0
676,مقامی سیشن کورٹ نے نواز گھمن سکنہ ڈھک,1.0
677,ایم کیو ایم کا سندھ حکومت اور آزاد کشمیر حکومت سے علیدگی کا علان فاروق ستار,1.0
678,ٹریفک کے بہاﺅ میں خلل پیدا کرنے پر انسٹھ ،تجاوزات قائم کرنے پر سات مقدمات درج کرائے,1.0
679,ایدھی سنٹر میں ڈاکے کا مرکزی ملزم سابق ملازم نکلا,1.0
680,اسکا کوئی حل نہیں,1.0
681,ھاھاھاھا اب میں سمجھا۔۔۔۔۔وش یو گڈ لک یور فریڈم,0.0
682,حضرت ڈی جے بٹ لبے بالاں والی سرکار کا مقبرھ بھی ادھر ہی بنے گا,1.0
683,کتنے خوش نصیب ہیں وہ لوگ جنہیں اللہ رب کائنات نے ماہ محرم میں نواسہ رسول امام حسین علیہ السلام کا ذکر کرنے ذکر سننے کے لئے چن لیا,0.0
684,اے اللہ اس ملک کے محسن عمران خان کو کامیابی عطا فرما اسے کبهی اپنے مخلوق کے سامنے نہ جهکاہمیں اسکا ساتھ دینے کی توفیق عطافرما,0.0
685,"رقص کرنا ہے تو پھر پاؤں کی زنجیر نہ دیکھشاہ,",1.0
686,لاہور: وزیر اعلی نوٹس لے کر داد رسی کریں ۔ مظاہرین,0.0
687,طاہر القادری صاحب ہاشمی کی طرح بے بنیاد انکشافات کب شروع کریں گے,1.0
688,جدو جہد جہاں نہ ھو، وہاں مقدرات حکومت کرتے ھیں ۔فرمانِ خلیفہ,1.0
689,پیتل کی بالیوں میں بیٹی بیاھ دی اس نے باپ کام کرتا تھا سونے کی کان میں,1.0
690,تمہیں انقلاب کا واسطہ میرے چھوٹے چھوٹے دھرنے ہیں چندے سے انقلاب,1.0
691,حاضرین یاسین ملک کی یادوں میں کھو کرآبدیدہ ہو گئے,1.0
692,بڑے مقصد کے لیے چھوٹی موٹی ڈیزل چوری جائز ہوتی ہے,1.0
693,سب سے بڑی بات یه ھے که کے پی کے میں صرف پی ٹی آئ جیتے گی۔ یه مجھ سے لکھوا لیں ۔ لوگ کیا کهتے ھیں حجروں اور گھروں میں وه ھم سنتے ھیں,0.0
694,اگر کراچی اور حیدرآباد میں ایم کیو ایم مظبوط ہے تو اسکی سب سے بڑی وجہ پیپلز پارٹی کی بیڈ گورننس اور اربن سندھ کو نظر انداز کرنا ہے ۔,1.0
695,یہ دور جاہلیت کے ابو جہل ہیں انکا اصلاح سے کیا واسطہ انکو سرداری عزیز ہے,1.0
696,24 گھنٹے بجلی آنے والی ہے,0.0
697,حلقہ بندیوں سے پہلے الیکشن کمیشن کے موجودہ ممبران مستعفی ہوجائیں ، اگر نہ ہوئے تو ان کا گھیراؤ بھی کیا جاسکتا ہے & u,1.0
698,کراچی: ہم نے پہلے پاکستان بنایا اور پھر پاکستان ہجرت کی ،خواجہ اظہار الحسن,0.0
699,میں نے تورات ھی بتادیا کہ برا ھوگا بہت براھوگا۔پاکستان 7/2۔ٹیسٹ,1.0
700,سرجی مسکین لوگ آں اسی ڈان کتھوں ہو گئے ؟,1.0
701,تھر میں بچے بھوک پیاس سے مر رہیں ہیں تم کہتے ہو سندھ نہ ڈیسوں,1.0
702,سالا چوتیا,1.0
703,لاہور:پسند کی شادی کرنے والی لڑکیاں پہلے حالات کیوں نہیں سمجھتیں ۔ جسٹس قاسم خان,1.0
